formula,number,A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
Na2LiPmF6,1,1.942,0.534,7.26,0.010199999999999999,325.4,164.1125,200.0,22.44,310,133,173,384,3.6,1.45,1.85,3.0,991.6,520.2,540.0,10086.0,2,1,3,42,22,3,61,54,6,2,6,12,1.86,0.98,1.13,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,5.318,9.725800000000001,161.28749999999997,125.39999999999998,667.0725,177,137,232,2.1500000000000004,1.75,3.9000000000000004,471.4,451.6,8034.2,1,1,36,19,39,32,4,0,2,0.8800000000000001,0.7300000000000002,19.91,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiSmF6,1,1.942,0.534,7.52,0.010199999999999999,325.4,164.1125,192.0,22.44,310,133,172,384,3.6,1.45,1.85,3.0,991.6,520.2,544.5,10086.0,2,1,3,42,22,3,62,54,6,2,6,12,1.86,0.98,1.17,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,5.577999999999999,9.9858,161.28749999999997,133.39999999999998,659.0725,177,138,231,2.1500000000000004,1.75,3.9000000000000004,471.4,447.1,8029.7,1,1,36,19,40,33,4,0,2,0.8800000000000001,0.6900000000000002,19.869999999999997,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiEuF6,1,1.942,0.534,5.24,0.010199999999999999,325.4,164.1125,184.0,22.44,310,133,168,384,3.6,1.45,1.85,3.0,991.6,520.2,547.1,10086.0,2,1,3,42,22,3,63,54,6,2,6,12,1.86,0.98,1.2,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,3.298,7.7058,161.28749999999997,141.39999999999998,651.0725,177,142,227,2.1500000000000004,1.75,3.9000000000000004,471.4,444.5,8027.1,1,1,36,19,41,34,4,0,2,0.8800000000000001,0.6600000000000001,19.84,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiGdF6,1,1.942,0.534,7.9,0.010199999999999999,325.4,164.1125,158.0,22.44,310,133,169,384,3.6,1.45,1.8,3.0,991.6,520.2,593.4,10086.0,2,1,3,42,22,3,64,54,6,2,6,12,1.86,0.98,1.2,23.88,2,1,2,42,0,0,1,0,5.7,3.01,3.1,62.46,1.408,5.958,10.365800000000002,161.28749999999997,167.39999999999998,625.0725,177,141,228,2.1500000000000004,1.8,3.8499999999999996,471.4,398.20000000000005,7980.799999999999,1,1,36,19,42,35,4,0,2,0.8800000000000001,0.6600000000000001,19.84,1,0,37,0,1,1,2.6900000000000004,2.6,50.65
Na2LiTbF6,1,1.942,0.534,8.23,0.010199999999999999,325.4,164.1125,170.0,22.44,310,133,168,384,3.6,1.45,1.75,3.0,991.6,520.2,565.8,10086.0,2,1,3,42,22,3,65,54,6,2,6,12,1.86,0.98,1.2,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,6.288,10.6958,161.28749999999997,155.39999999999998,637.0725,177,142,227,2.1500000000000004,1.85,3.8,471.4,425.80000000000007,8008.4,1,1,36,19,43,36,4,0,2,0.8800000000000001,0.6600000000000001,19.84,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiDyF6,1,1.942,0.534,8.55,0.010199999999999999,325.4,164.1125,163.0,22.44,310,133,167,384,3.6,1.45,1.75,3.0,991.6,520.2,573.0,10086.0,2,1,3,42,22,3,66,54,6,2,6,12,1.86,0.98,1.22,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,6.6080000000000005,11.0158,161.28749999999997,162.39999999999998,630.0725,177,143,226,2.1500000000000004,1.85,3.8,471.4,418.6,8001.2,1,1,36,19,44,37,4,0,2,0.8800000000000001,0.6400000000000001,19.82,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiHoF6,1,1.942,0.534,8.8,0.010199999999999999,325.4,164.1125,156.0,22.44,310,133,166,384,3.6,1.45,1.75,3.0,991.6,520.2,581.0,10086.0,2,1,3,42,22,3,67,54,6,2,6,12,1.86,0.98,1.23,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,6.8580000000000005,11.2658,161.28749999999997,169.39999999999998,623.0725,177,144,225,2.1500000000000004,1.85,3.8,471.4,410.6,7993.2,1,1,36,19,45,38,4,0,2,0.8800000000000001,0.6300000000000001,19.81,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiErF6,1,1.942,0.534,9.07,0.010199999999999999,325.4,164.1125,150.0,22.44,310,133,165,384,3.6,1.45,1.75,3.0,991.6,520.2,589.3,10086.0,2,1,3,42,22,3,68,54,6,2,6,12,1.86,0.98,1.24,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,7.128,11.5358,161.28749999999997,175.39999999999998,617.0725,177,145,224,2.1500000000000004,1.85,3.8,471.4,402.30000000000007,7984.9,1,1,36,19,46,39,4,0,2,0.8800000000000001,0.6200000000000001,19.799999999999997,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiTmF6,1,1.942,0.534,9.32,0.010199999999999999,325.4,164.1125,144.0,22.44,310,133,164,384,3.6,1.45,1.75,3.0,991.6,520.2,596.7,10086.0,2,1,3,42,22,3,69,54,6,2,6,12,1.86,0.98,1.25,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,7.378,11.7858,161.28749999999997,181.39999999999998,611.0725,177,146,223,2.1500000000000004,1.85,3.8,471.4,394.9,7977.5,1,1,36,19,47,40,4,0,2,0.8800000000000001,0.6100000000000001,19.79,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiYbF6,1,1.942,0.534,6.97,0.010199999999999999,325.4,164.1125,139.0,22.44,310,133,170,384,3.6,1.45,1.75,3.0,991.6,520.2,603.4,10086.0,2,1,3,42,22,3,70,54,6,2,6,12,1.86,0.98,1.1,23.88,2,1,2,42,0,0,0,0,5.7,3.01,3.1,62.46,1.408,5.028,9.4358,161.28749999999997,186.39999999999998,606.0725,177,140,229,2.1500000000000004,1.85,3.8,471.4,388.20000000000005,7970.799999999999,1,1,36,19,48,41,4,0,2,0.8800000000000001,0.76,19.939999999999998,1,0,37,0,0,0,2.6900000000000004,2.6,50.65
Na2LiLuF6,1,1.942,0.534,9.84,0.010199999999999999,325.4,164.1125,137.0,22.44,310,133,162,384,3.6,1.45,1.75,3.0,991.6,520.2,523.5,10086.0,2,1,3,42,22,3,71,54,6,2,6,12,1.86,0.98,1.27,23.88,2,1,2,42,0,0,1,0,5.7,3.01,3.1,62.46,1.408,7.898,12.3058,161.28749999999997,188.39999999999998,604.0725,177,148,221,2.1500000000000004,1.85,3.8,471.4,468.1,8050.7,1,1,36,19,49,42,4,0,2,0.8800000000000001,0.5900000000000001,19.77,1,0,37,0,1,1,2.6900000000000004,2.6,50.65
Na2LiUF6,1,1.942,0.534,19.0,0.010199999999999999,325.4,164.1125,129.0,22.44,310,133,170,384,3.6,1.45,0.0,3.0,991.6,520.2,597.6,10086.0,2,1,3,42,22,3,92,54,6,2,7,12,1.86,0.98,1.38,23.88,2,1,2,42,0,0,1,0,5.7,3.01,3.4,62.46,1.408,17.058,21.465799999999998,161.28749999999997,196.39999999999998,596.0725,177,140,229,2.1500000000000004,3.6,2.05,471.4,394.0,7976.6,1,1,36,19,70,63,4,1,3,0.8800000000000001,0.4800000000000002,19.66,1,0,37,0,1,1,2.6900000000000004,2.3000000000000003,50.35
Na2KBF6,1,1.942,0.862,2.34,0.010199999999999999,325.4,289.7,20.5,22.44,310,196,85,384,3.6,2.2,0.85,3.0,991.6,418.8,800.6,10086.0,2,1,3,42,22,19,5,54,6,4,2,12,1.86,0.82,2.04,23.88,2,1,3,42,0,0,0,0,5.7,2.42,4.29,62.46,1.08,0.3979999999999999,5.1338,35.69999999999999,304.9,613.1599999999999,114,225,207,1.4,2.75,3.6500000000000004,572.8,191.0,7875.0,1,1,36,3,17,8,2,4,0,1.04,0.17999999999999994,19.159999999999997,1,1,36,0,0,0,3.2800000000000002,1.4100000000000001,50.05
Na2KNF6,1,1.942,0.862,0.00125,0.010199999999999999,325.4,289.7,7.4,22.44,310,196,71,384,3.6,2.2,0.65,3.0,991.6,418.8,1402.3,10086.0,2,1,5,42,22,19,7,54,6,4,2,12,1.86,0.82,3.04,23.88,2,1,5,42,0,0,0,0,5.7,2.42,7.3,62.46,1.08,1.94075,2.79505,35.69999999999999,318.0,600.0599999999998,114,239,193,1.4,2.95,3.450000000000001,572.8,410.69999999999993,7273.3,1,3,34,3,15,6,2,4,0,1.04,1.18,18.159999999999997,1,3,34,0,0,0,3.2800000000000002,1.5999999999999996,47.04
Na2KPF6,1,1.942,0.862,1.82,0.010199999999999999,325.4,289.7,25.0,22.44,310,196,111,384,3.6,2.2,1.0,3.0,991.6,418.8,1011.8,10086.0,2,1,5,42,22,19,15,54,6,4,3,12,1.86,0.82,2.19,23.88,2,1,5,42,0,0,0,0,5.7,2.42,5.62,62.46,1.08,0.12199999999999989,4.6137999999999995,35.69999999999999,300.4,617.6599999999999,114,199,233,1.4,2.6,3.8000000000000007,572.8,20.199999999999932,7663.8,1,3,34,3,7,2,2,3,1,1.04,0.32999999999999985,19.009999999999998,1,3,34,0,0,0,3.2800000000000002,0.08000000000000007,48.72
Na2CuAlF6,1,1.942,8.96,2.7,0.010199999999999999,325.4,46.5,57.8,22.44,310,112,126,384,3.6,1.35,1.25,3.0,991.6,745.5,577.5,10086.0,2,11,3,42,22,29,13,54,6,4,3,12,1.86,1.9,1.61,23.88,2,1,3,42,0,10,0,0,5.7,4.48,3.23,62.46,7.018000000000001,0.7580000000000002,13.591800000000001,278.9,267.59999999999997,407.26,198,184,164,2.25,2.35,3.2,246.10000000000002,414.1,7771.4,9,1,26,7,9,10,2,3,1,0.039999999999999813,0.25,18.509999999999998,1,1,36,10,0,10,1.2199999999999998,2.47,49.05
Na2CuPF6,1,1.942,8.96,1.82,0.010199999999999999,325.4,46.5,25.0,22.44,310,112,111,384,3.6,1.35,1.0,3.0,991.6,745.5,1011.8,10086.0,2,11,5,42,22,29,15,54,6,4,3,12,1.86,1.9,2.19,23.88,2,1,5,42,0,10,0,0,5.7,4.48,5.62,62.46,7.018000000000001,0.12199999999999989,12.711800000000002,278.9,300.4,374.46,198,199,149,2.25,2.6,2.95,246.10000000000002,20.199999999999932,7337.1,9,3,24,7,7,12,2,3,1,0.039999999999999813,0.32999999999999985,17.93,1,3,34,10,0,10,1.2199999999999998,0.08000000000000007,46.66
Na2CuScF6,1,1.942,8.96,2.99,0.010199999999999999,325.4,46.5,97.0,22.44,310,112,148,384,3.6,1.35,1.6,3.0,991.6,745.5,633.1,10086.0,2,11,3,42,22,29,21,54,6,4,4,12,1.86,1.9,1.36,23.88,2,1,2,42,0,10,1,0,5.7,4.48,3.34,62.46,7.018000000000001,1.0480000000000003,13.881800000000002,278.9,228.39999999999998,446.46,198,162,186,2.25,2.0,3.5500000000000007,246.10000000000002,358.5,7715.8,9,1,26,7,1,18,2,2,2,0.039999999999999813,0.5,18.759999999999998,1,0,37,10,1,11,1.2199999999999998,2.3600000000000003,48.94
Na2CuTiF6,1,1.942,8.96,4.54,0.010199999999999999,325.4,46.5,100.0,22.44,310,112,136,384,3.6,1.35,1.4,3.0,991.6,745.5,658.8,10086.0,2,11,4,42,22,29,22,54,6,4,4,12,1.86,1.9,1.54,23.88,2,1,2,42,0,10,2,0,5.7,4.48,3.45,62.46,7.018000000000001,2.598,15.4318,278.9,225.39999999999998,449.46,198,174,174,2.25,2.2,3.3499999999999996,246.10000000000002,332.80000000000007,7690.1,9,2,25,7,0,19,2,2,2,0.039999999999999813,0.32000000000000006,18.58,1,0,37,10,2,12,1.2199999999999998,2.25,48.83
Na2CuVF6,1,1.942,8.96,6.11,0.010199999999999999,325.4,46.5,87.0,22.44,310,112,134,384,3.6,1.35,1.35,3.0,991.6,745.5,650.9,10086.0,2,11,5,42,22,29,23,54,6,4,4,12,1.86,1.9,1.63,23.88,2,1,2,42,0,10,3,0,5.7,4.48,3.6,62.46,7.018000000000001,4.168,17.0018,278.9,238.39999999999998,436.46,198,176,172,2.25,2.25,3.3000000000000007,246.10000000000002,340.70000000000005,7698.0,9,3,24,7,1,20,2,2,2,0.039999999999999813,0.2300000000000002,18.49,1,0,37,10,3,13,1.2199999999999998,2.1,48.68
Na2CuCrF6,1,1.942,8.96,7.15,0.010199999999999999,325.4,46.5,83.0,22.44,310,112,122,384,3.6,1.35,1.4,3.0,991.6,745.5,652.9,10086.0,2,11,6,42,22,29,24,54,6,4,4,12,1.86,1.9,1.66,23.88,2,1,1,42,0,10,5,0,5.7,4.48,3.72,62.46,7.018000000000001,5.208,18.0418,278.9,242.39999999999998,432.46,198,188,160,2.25,2.2,3.3499999999999996,246.10000000000002,338.70000000000005,7696.0,9,4,23,7,2,21,2,2,2,0.039999999999999813,0.20000000000000018,18.46,1,1,38,10,5,15,1.2199999999999998,1.98,48.56
Na2CuMnF6,1,1.942,8.96,7.44,0.010199999999999999,325.4,46.5,68.0,22.44,310,112,119,384,3.6,1.35,1.4,3.0,991.6,745.5,717.3,10086.0,2,11,7,42,22,29,25,54,6,4,4,12,1.86,1.9,1.55,23.88,2,1,2,42,0,10,5,0,5.7,4.48,3.72,62.46,7.018000000000001,5.498,18.3318,278.9,257.4,417.46,198,191,157,2.25,2.2,3.3499999999999996,246.10000000000002,274.30000000000007,7631.6,9,5,22,7,3,22,2,2,2,0.039999999999999813,0.31000000000000005,18.57,1,0,37,10,5,15,1.2199999999999998,1.98,48.56
Na2CuFeF6,1,1.942,8.96,7.87,0.010199999999999999,325.4,46.5,62.0,22.44,310,112,116,384,3.6,1.35,1.4,3.0,991.6,745.5,762.5,10086.0,2,11,8,42,22,29,26,54,6,4,4,12,1.86,1.9,1.83,23.88,2,1,2,42,0,10,6,0,5.7,4.48,4.06,62.46,7.018000000000001,5.928,18.7618,278.9,263.4,411.46,198,194,154,2.25,2.2,3.3499999999999996,246.10000000000002,229.10000000000002,7586.4,9,6,21,7,4,23,2,2,2,0.039999999999999813,0.030000000000000027,18.29,1,0,37,10,6,16,1.2199999999999998,1.6400000000000006,48.22
Na2CuCoF6,1,1.942,8.96,8.86,0.010199999999999999,325.4,46.5,55.0,22.44,310,112,111,384,3.6,1.35,1.35,3.0,991.6,745.5,760.4,10086.0,2,11,9,42,22,29,27,54,6,4,4,12,1.86,1.9,1.88,23.88,2,1,2,42,0,10,7,0,5.7,4.48,4.3,62.46,7.018000000000001,6.917999999999999,19.7518,278.9,270.4,404.46,198,199,149,2.25,2.25,3.3000000000000007,246.10000000000002,231.20000000000005,7588.5,9,7,20,7,5,24,2,2,2,0.039999999999999813,0.019999999999999796,18.24,1,0,37,10,7,17,1.2199999999999998,1.4000000000000004,47.980000000000004
Na2CuNiF6,1,1.942,8.96,8.91,0.010199999999999999,325.4,46.5,49.0,22.44,310,112,110,384,3.6,1.35,1.35,3.0,991.6,745.5,737.1,10086.0,2,11,10,42,22,29,28,54,6,4,4,12,1.86,1.9,1.91,23.88,2,1,2,42,0,10,8,0,5.7,4.48,4.4,62.46,7.018000000000001,6.968,19.8018,278.9,276.4,398.46,198,200,148,2.25,2.25,3.3000000000000007,246.10000000000002,254.5,7611.8,9,8,19,7,6,25,2,2,2,0.039999999999999813,0.04999999999999982,18.21,1,0,37,10,8,18,1.2199999999999998,1.2999999999999998,47.88
Na2CuGaF6,1,1.942,8.96,5.91,0.010199999999999999,325.4,46.5,50.0,22.44,310,112,124,384,3.6,1.35,1.3,3.0,991.6,745.5,578.8,10086.0,2,11,3,42,22,29,31,54,6,4,4,12,1.86,1.9,1.81,23.88,2,1,3,42,0,10,0,0,5.7,4.48,3.2,62.46,7.018000000000001,3.968,16.8018,278.9,275.4,399.46,198,186,162,2.25,2.3,3.25,246.10000000000002,412.80000000000007,7770.1,9,1,26,7,9,28,2,2,2,0.039999999999999813,0.050000000000000044,18.31,1,1,36,10,0,10,1.2199999999999998,2.5,49.08
Na2CuAsF6,1,1.942,8.96,5.78,0.010199999999999999,325.4,46.5,30.0,22.44,310,112,121,384,3.6,1.35,1.15,3.0,991.6,745.5,947.0,10086.0,2,11,5,42,22,29,33,54,6,4,4,12,1.86,1.9,2.18,23.88,2,1,5,42,0,10,0,0,5.7,4.48,5.3,62.46,7.018000000000001,3.838,16.6718,278.9,295.4,379.46,198,189,159,2.25,2.45,3.0999999999999996,246.10000000000002,44.60000000000002,7401.9,9,3,24,7,11,30,2,2,2,0.039999999999999813,0.32000000000000006,17.939999999999998,1,3,34,10,0,10,1.2199999999999998,0.40000000000000036,46.980000000000004
Na2CuYF6,1,1.942,8.96,4.47,0.010199999999999999,325.4,46.5,162.0,22.44,310,112,163,384,3.6,1.35,1.8,3.0,991.6,745.5,600.0,10086.0,2,11,3,42,22,29,39,54,6,4,5,12,1.86,1.9,1.22,23.88,2,1,2,42,0,10,1,0,5.7,4.48,3.19,62.46,7.018000000000001,2.5279999999999996,15.3618,278.9,163.39999999999998,511.46,198,147,201,2.25,1.8,3.75,246.10000000000002,391.6,7748.9,9,1,26,7,17,36,2,1,3,0.039999999999999813,0.6400000000000001,18.9,1,0,37,10,1,11,1.2199999999999998,2.5100000000000002,49.09
Na2CuNbF6,1,1.942,8.96,8.57,0.010199999999999999,325.4,46.5,98.0,22.44,310,112,147,384,3.6,1.35,1.45,3.0,991.6,745.5,652.1,10086.0,2,11,5,42,22,29,41,54,6,4,5,12,1.86,1.9,1.6,23.88,2,1,1,42,0,10,4,0,5.7,4.48,4.0,62.46,7.018000000000001,6.628,19.4618,278.9,227.39999999999998,447.46,198,163,185,2.25,2.1500000000000004,3.4000000000000004,246.10000000000002,339.5,7696.8,9,3,24,7,19,38,2,1,3,0.039999999999999813,0.26,18.52,1,1,38,10,4,14,1.2199999999999998,1.7000000000000002,48.28
Na2CuMoF6,1,1.942,8.96,10.2,0.010199999999999999,325.4,46.5,87.0,22.44,310,112,138,384,3.6,1.35,1.45,3.0,991.6,745.5,684.3,10086.0,2,11,6,42,22,29,42,54,6,4,5,12,1.86,1.9,2.16,23.88,2,1,1,42,0,10,5,0,5.7,4.48,3.9,62.46,7.018000000000001,8.258,21.0918,278.9,238.39999999999998,436.46,198,172,176,2.25,2.1500000000000004,3.4000000000000004,246.10000000000002,307.30000000000007,7664.6,9,4,23,7,20,39,2,1,3,0.039999999999999813,0.30000000000000004,17.96,1,1,38,10,5,15,1.2199999999999998,1.8000000000000003,48.38
Na2CuRuF6,1,1.942,8.96,12.4,0.010199999999999999,325.4,46.5,72.0,22.44,310,112,125,384,3.6,1.35,1.3,3.0,991.6,745.5,710.2,10086.0,2,11,8,42,22,29,44,54,6,4,5,12,1.86,1.9,2.2,23.88,2,1,1,42,0,10,7,0,5.7,4.48,4.5,62.46,7.018000000000001,10.458,23.2918,278.9,253.39999999999998,421.46,198,185,163,2.25,2.3,3.25,246.10000000000002,281.4,7638.7,9,6,21,7,22,41,2,1,3,0.039999999999999813,0.3400000000000001,17.919999999999998,1,1,38,10,7,17,1.2199999999999998,1.2000000000000002,47.78
Na2CuRhF6,1,1.942,8.96,12.4,0.010199999999999999,325.4,46.5,66.0,22.44,310,112,125,384,3.6,1.35,1.35,3.0,991.6,745.5,719.7,10086.0,2,11,9,42,22,29,45,54,6,4,5,12,1.86,1.9,2.28,23.88,2,1,1,42,0,10,8,0,5.7,4.48,4.3,62.46,7.018000000000001,10.458,23.2918,278.9,259.4,415.46,198,185,163,2.25,2.25,3.3000000000000007,246.10000000000002,271.9,7629.2,9,7,20,7,23,42,2,1,3,0.039999999999999813,0.4199999999999997,17.84,1,1,38,10,8,18,1.2199999999999998,1.4000000000000004,47.980000000000004
Na2CuPdF6,1,1.942,8.96,12.0,0.010199999999999999,325.4,46.5,26.14,22.44,310,112,120,384,3.6,1.35,1.4,3.0,991.6,745.5,804.4,10086.0,2,11,10,42,22,29,46,54,6,4,5,12,1.86,1.9,2.2,23.88,2,1,0,42,0,10,10,0,5.7,4.48,4.45,62.46,7.018000000000001,10.058,22.8918,278.9,299.26,375.59999999999997,198,190,158,2.25,2.2,3.3499999999999996,246.10000000000002,187.20000000000005,7544.5,9,8,19,7,24,43,2,1,3,0.039999999999999813,0.3400000000000001,17.919999999999998,1,2,39,10,10,20,1.2199999999999998,1.25,47.83
Na2CuAgF6,1,1.942,8.96,10.5,0.010199999999999999,325.4,46.5,55.0,22.44,310,112,128,384,3.6,1.35,1.6,3.0,991.6,745.5,731.0,10086.0,2,11,11,42,22,29,47,54,6,4,5,12,1.86,1.9,1.93,23.88,2,1,1,42,0,10,10,0,5.7,4.48,4.44,62.46,7.018000000000001,8.558,21.3918,278.9,270.4,404.46,198,182,166,2.25,2.0,3.5500000000000007,246.10000000000002,260.6,7617.9,9,9,18,7,25,44,2,1,3,0.039999999999999813,0.06999999999999984,18.189999999999998,1,1,38,10,10,20,1.2199999999999998,1.2599999999999998,47.84
Na2CuInF6,1,1.942,8.96,7.31,0.010199999999999999,325.4,46.5,65.0,22.44,310,112,142,384,3.6,1.35,1.55,3.0,991.6,745.5,558.3,10086.0,2,11,3,42,22,29,49,54,6,4,5,12,1.86,1.9,1.78,23.88,2,1,3,42,0,10,10,0,5.7,4.48,3.1,62.46,7.018000000000001,5.367999999999999,18.2018,278.9,260.4,414.46,198,168,180,2.25,2.05,3.5,246.10000000000002,433.30000000000007,7790.6,9,1,26,7,27,46,2,1,3,0.039999999999999813,0.08000000000000007,18.34,1,1,36,10,10,20,1.2199999999999998,2.6,49.18
Na2CuSbF6,1,1.942,8.96,6.69,0.010199999999999999,325.4,46.5,43.0,22.44,310,112,140,384,3.6,1.35,1.45,3.0,991.6,745.5,834.0,10086.0,2,11,5,42,22,29,51,54,6,4,5,12,1.86,1.9,2.05,23.88,2,1,5,42,0,10,10,0,5.7,4.48,4.85,62.46,7.018000000000001,4.748,17.5818,278.9,282.4,392.46,198,170,178,2.25,2.1500000000000004,3.4000000000000004,246.10000000000002,157.60000000000002,7514.9,9,3,24,7,29,48,2,1,3,0.039999999999999813,0.18999999999999972,18.07,1,3,34,10,10,20,1.2199999999999998,0.8500000000000005,47.43
Na2CuTaF6,1,1.942,8.96,16.7,0.010199999999999999,325.4,46.5,74.0,22.44,310,112,146,384,3.6,1.35,1.45,3.0,991.6,745.5,761.0,10086.0,2,11,5,42,22,29,73,54,6,4,6,12,1.86,1.9,1.5,23.88,2,1,2,42,0,10,3,0,5.7,4.48,4.11,62.46,7.018000000000001,14.758,27.5918,278.9,251.39999999999998,423.46,198,164,184,2.25,2.1500000000000004,3.4000000000000004,246.10000000000002,230.60000000000002,7587.9,9,3,24,7,51,70,2,0,4,0.039999999999999813,0.3600000000000001,18.619999999999997,1,0,37,10,3,13,1.2199999999999998,1.5899999999999999,48.17
Na2CuIrF6,1,1.942,8.96,22.6,0.010199999999999999,325.4,46.5,54.0,22.44,310,112,122,384,3.6,1.35,1.35,3.0,991.6,745.5,880.0,10086.0,2,11,9,42,22,29,77,54,6,4,6,12,1.86,1.9,2.2,23.88,2,1,2,42,0,10,7,0,5.7,4.48,5.4,62.46,7.018000000000001,20.658,33.491800000000005,278.9,271.4,403.46,198,188,160,2.25,2.25,3.3000000000000007,246.10000000000002,111.60000000000002,7468.9,9,7,20,7,55,74,2,0,4,0.039999999999999813,0.3400000000000001,17.919999999999998,1,0,37,10,7,17,1.2199999999999998,0.2999999999999998,46.88
Na2CuAuF6,1,1.942,8.96,19.3,0.010199999999999999,325.4,46.5,36.0,22.44,310,112,124,384,3.6,1.35,1.35,3.0,991.6,745.5,890.1,10086.0,2,11,11,42,22,29,79,54,6,4,6,12,1.86,1.9,2.54,23.88,2,1,1,42,0,10,10,0,5.7,4.48,5.77,62.46,7.018000000000001,17.358,30.1918,278.9,289.4,385.46,198,186,162,2.25,2.25,3.3000000000000007,246.10000000000002,101.5,7458.8,9,9,18,7,57,76,2,0,4,0.039999999999999813,0.6799999999999999,17.58,1,1,38,10,10,20,1.2199999999999998,0.0699999999999994,46.510000000000005
Na2CuTlF6,1,1.942,8.96,11.9,0.010199999999999999,325.4,46.5,50.0,22.44,310,112,144,384,3.6,1.35,1.9,3.0,991.6,745.5,589.4,10086.0,2,11,3,42,22,29,81,54,6,4,6,12,1.86,1.9,2.04,23.88,2,1,3,42,0,10,10,0,5.7,4.48,3.2,62.46,7.018000000000001,9.958,22.7918,278.9,275.4,399.46,198,166,182,2.25,1.7000000000000002,3.8499999999999996,246.10000000000002,402.20000000000005,7759.5,9,1,26,7,59,78,2,0,4,0.039999999999999813,0.17999999999999994,18.08,1,1,36,10,10,20,1.2199999999999998,2.5,49.08
Na2CuBiF6,1,1.942,8.96,9.81,0.010199999999999999,325.4,46.5,48.0,22.44,310,112,151,384,3.6,1.35,1.6,3.0,991.6,745.5,703.0,10086.0,2,11,5,42,22,29,83,54,6,4,6,12,1.86,1.9,2.02,23.88,2,1,5,42,0,10,10,0,5.7,4.48,4.69,62.46,7.018000000000001,7.868,20.701800000000002,278.9,277.4,397.46,198,159,189,2.25,2.0,3.5500000000000007,246.10000000000002,288.6,7645.9,9,3,24,7,61,80,2,0,4,0.039999999999999813,0.15999999999999992,18.1,1,3,34,10,10,20,1.2199999999999998,1.0099999999999998,47.59
Na2CuLaF6,1,1.942,8.96,6.15,0.010199999999999999,325.4,46.5,215.0,22.44,310,112,180,384,3.6,1.35,1.95,3.0,991.6,745.5,538.1,10086.0,2,11,3,42,22,29,57,54,6,4,6,12,1.86,1.9,1.1,23.88,2,1,2,42,0,10,1,0,5.7,4.48,3.1,62.46,7.018000000000001,4.208,17.0418,278.9,110.39999999999998,564.4599999999999,198,130,218,2.25,1.6500000000000001,3.9000000000000004,246.10000000000002,453.5,7810.8,9,1,26,7,35,54,2,0,4,0.039999999999999813,0.76,19.02,1,0,37,10,1,11,1.2199999999999998,2.6,49.18
