formula,number,A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
Tl2MgZnF6,2,23.8,1.74,7.13,0.010199999999999999,100.0,71.2,38.67,22.44,288,139,118,384,3.8,1.5,1.35,3.0,1178.8,737.7,906.4,10086.0,6,2,12,42,162,12,30,54,12,3,4,12,4.08,1.31,1.65,23.88,6,2,2,42,20,0,10,0,6.4,3.75,4.45,62.46,22.060000000000002,16.67,32.659800000000004,28.799999999999997,61.33,187.43,149,170,161,2.3,2.4499999999999997,3.6500000000000004,441.0999999999999,272.4,7263.1,4,6,22,150,132,150,9,8,7,2.77,2.43,16.839999999999996,4,4,32,20,10,30,2.6500000000000004,1.9500000000000002,47.86
Tl2MgGeF6,2,23.8,1.74,5.32,0.010199999999999999,100.0,71.2,40.0,22.44,288,139,121,384,3.8,1.5,1.25,3.0,1178.8,737.7,762.0,10086.0,6,2,4,42,162,12,32,54,12,3,4,12,4.08,1.31,2.01,23.88,6,2,4,42,20,0,0,0,6.4,3.75,4.6,62.46,22.060000000000002,18.48,30.8498,28.799999999999997,60.0,188.76,149,167,164,2.3,2.55,3.55,441.0999999999999,416.79999999999995,7407.5,4,2,30,150,130,152,9,8,7,2.77,2.0700000000000003,16.479999999999997,4,2,30,20,20,20,2.6500000000000004,1.8000000000000007,47.71
Tl2MgSrF6,2,23.8,1.74,2.64,0.010199999999999999,100.0,71.2,197.2,22.44,288,139,185,384,3.8,1.5,2.0,3.0,1178.8,737.7,549.5,10086.0,6,2,2,42,162,12,38,54,12,3,5,12,4.08,1.31,0.95,23.88,6,2,2,42,20,0,0,0,6.4,3.75,2.0,62.46,22.060000000000002,21.16,28.1698,28.799999999999997,97.19999999999999,345.96,149,103,228,2.3,1.7999999999999998,4.3,441.0999999999999,629.3,7620.0,4,4,32,150,124,158,9,7,8,2.77,3.13,17.54,4,4,32,20,20,20,2.6500000000000004,4.4,50.31
Tl2MgSrCl6,2,23.8,1.74,2.64,0.01926,100.0,71.2,197.2,87.6,288,139,185,594,3.8,1.5,2.0,6.0,1178.8,737.7,549.5,7507.200000000001,6,2,2,42,162,12,38,102,12,3,5,18,4.08,1.31,0.95,18.96,6,2,2,42,20,0,0,0,6.4,3.75,2.0,49.800000000000004,22.060000000000002,21.16,28.16074,28.799999999999997,97.19999999999999,280.79999999999995,149,103,18,2.3,1.7999999999999998,1.2999999999999998,441.0999999999999,629.3,5041.200000000001,4,4,32,150,124,110,9,7,2,2.77,3.13,12.620000000000001,4,4,32,20,20,20,2.6500000000000004,4.4,37.650000000000006
Tl2MgSrBr6,2,23.8,1.74,2.64,18.72,100.0,71.2,197.2,126.0,288,139,185,684,3.8,1.5,2.0,6.8999999999999995,1178.8,737.7,549.5,6839.400000000001,6,2,2,42,162,12,38,210,12,3,5,24,4.08,1.31,0.95,17.759999999999998,6,2,2,42,20,0,0,0,6.4,3.75,2.0,45.54,22.060000000000002,21.16,9.46,28.799999999999997,97.19999999999999,242.39999999999998,149,103,72,2.3,1.7999999999999998,0.40000000000000036,441.0999999999999,629.3,4373.400000000001,4,4,32,150,124,2,9,7,4,2.77,3.13,11.419999999999998,4,4,32,20,20,20,2.6500000000000004,4.4,33.39
Tl2MgYF6,2,23.8,1.74,4.47,0.010199999999999999,100.0,71.2,162.0,22.44,288,139,163,384,3.8,1.5,1.8,3.0,1178.8,737.7,600.0,10086.0,6,2,3,42,162,12,39,54,12,3,5,12,4.08,1.31,1.22,23.88,6,2,2,42,20,0,1,0,6.4,3.75,3.19,62.46,22.060000000000002,19.330000000000002,29.999799999999997,28.799999999999997,62.0,310.76,149,125,206,2.3,1.9999999999999998,4.1,441.0999999999999,578.8,7569.5,4,3,31,150,123,159,9,7,8,2.77,2.8600000000000003,17.27,4,4,32,20,19,21,2.6500000000000004,3.2100000000000004,49.120000000000005
Tl2MgYCl6,2,23.8,1.74,4.47,0.01926,100.0,71.2,162.0,87.6,288,139,163,594,3.8,1.5,1.8,6.0,1178.8,737.7,600.0,7507.200000000001,6,2,3,42,162,12,39,102,12,3,5,18,4.08,1.31,1.22,18.96,6,2,2,42,20,0,1,0,6.4,3.75,3.19,49.800000000000004,22.060000000000002,19.330000000000002,29.99074,28.799999999999997,62.0,245.6,149,125,4,2.3,1.9999999999999998,1.0999999999999996,441.0999999999999,578.8,4990.700000000001,4,3,31,150,123,111,9,7,2,2.77,2.8600000000000003,12.350000000000001,4,4,32,20,19,21,2.6500000000000004,3.2100000000000004,36.46000000000001
Tl2MgYBr6,2,23.8,1.74,4.47,18.72,100.0,71.2,162.0,126.0,288,139,163,684,3.8,1.5,1.8,6.8999999999999995,1178.8,737.7,600.0,6839.400000000001,6,2,3,42,162,12,39,210,12,3,5,24,4.08,1.31,1.22,17.759999999999998,6,2,2,42,20,0,1,0,6.4,3.75,3.19,45.54,22.060000000000002,19.330000000000002,11.29,28.799999999999997,62.0,207.2,149,125,94,2.3,1.9999999999999998,0.20000000000000018,441.0999999999999,578.8,4322.900000000001,4,3,31,150,123,3,9,7,4,2.77,2.8600000000000003,11.149999999999999,4,4,32,20,19,21,2.6500000000000004,3.2100000000000004,32.2
Tl2MgNbF6,2,23.8,1.74,8.57,0.010199999999999999,100.0,71.2,98.0,22.44,288,139,147,384,3.8,1.5,1.45,3.0,1178.8,737.7,652.1,10086.0,6,2,5,42,162,12,41,54,12,3,5,12,4.08,1.31,1.6,23.88,6,2,1,42,20,0,4,0,6.4,3.75,4.0,62.46,22.060000000000002,15.23,34.0998,28.799999999999997,2.0,246.76,149,141,190,2.3,2.3499999999999996,3.75,441.0999999999999,526.6999999999999,7517.4,4,1,29,150,121,161,9,7,8,2.77,2.48,16.89,4,5,33,20,16,24,2.6500000000000004,2.4000000000000004,48.31
Tl2MgNbCl6,2,23.8,1.74,8.57,0.01926,100.0,71.2,98.0,87.6,288,139,147,594,3.8,1.5,1.45,6.0,1178.8,737.7,652.1,7507.200000000001,6,2,5,42,162,12,41,102,12,3,5,18,4.08,1.31,1.6,18.96,6,2,1,42,20,0,4,0,6.4,3.75,4.0,49.800000000000004,22.060000000000002,15.23,34.09074,28.799999999999997,2.0,181.6,149,141,20,2.3,2.3499999999999996,0.75,441.0999999999999,526.6999999999999,4938.6,4,1,29,150,121,113,9,7,2,2.77,2.48,11.97,4,5,33,20,16,24,2.6500000000000004,2.4000000000000004,35.650000000000006
Tl2MgPdF6,2,23.8,1.74,12.0,0.010199999999999999,100.0,71.2,26.14,22.44,288,139,120,384,3.8,1.5,1.4,3.0,1178.8,737.7,804.4,10086.0,6,2,10,42,162,12,46,54,12,3,5,12,4.08,1.31,2.2,23.88,6,2,0,42,20,0,10,0,6.4,3.75,4.45,62.46,22.060000000000002,11.8,37.5298,28.799999999999997,73.86,174.89999999999998,149,168,163,2.3,2.4,3.6999999999999993,441.0999999999999,374.4,7365.1,4,4,24,150,116,166,9,7,8,2.77,1.88,16.29,4,6,34,20,10,30,2.6500000000000004,1.9500000000000002,47.86
Tl2MgPdCl6,2,23.8,1.74,12.0,0.01926,100.0,71.2,26.14,87.6,288,139,120,594,3.8,1.5,1.4,6.0,1178.8,737.7,804.4,7507.200000000001,6,2,10,42,162,12,46,102,12,3,5,18,4.08,1.31,2.2,18.96,6,2,0,42,20,0,10,0,6.4,3.75,4.45,49.800000000000004,22.060000000000002,11.8,37.520739999999996,28.799999999999997,73.86,109.73999999999998,149,168,47,2.3,2.4,0.6999999999999993,441.0999999999999,374.4,4786.300000000001,4,4,24,150,116,118,9,7,2,2.77,1.88,11.370000000000001,4,6,34,20,10,30,2.6500000000000004,1.9500000000000002,35.2
Tl2MgAgF6,2,23.8,1.74,10.5,0.010199999999999999,100.0,71.2,55.0,22.44,288,139,128,384,3.8,1.5,1.6,3.0,1178.8,737.7,731.0,10086.0,6,2,11,42,162,12,47,54,12,3,5,12,4.08,1.31,1.93,23.88,6,2,1,42,20,0,10,0,6.4,3.75,4.44,62.46,22.060000000000002,13.3,36.0298,28.799999999999997,45.0,203.76,149,160,171,2.3,2.1999999999999997,3.9000000000000004,441.0999999999999,447.79999999999995,7438.5,4,5,23,150,115,167,9,7,8,2.77,2.1500000000000004,16.56,4,5,33,20,10,30,2.6500000000000004,1.96,47.870000000000005
Tl2MgAgCl6,2,23.8,1.74,10.5,0.01926,100.0,71.2,55.0,87.6,288,139,128,594,3.8,1.5,1.6,6.0,1178.8,737.7,731.0,7507.200000000001,6,2,11,42,162,12,47,102,12,3,5,18,4.08,1.31,1.93,18.96,6,2,1,42,20,0,10,0,6.4,3.75,4.44,49.800000000000004,22.060000000000002,13.3,36.020739999999996,28.799999999999997,45.0,138.6,149,160,39,2.3,2.1999999999999997,0.9000000000000004,441.0999999999999,447.79999999999995,4859.700000000001,4,5,23,150,115,119,9,7,2,2.77,2.1500000000000004,11.64,4,5,33,20,10,30,2.6500000000000004,1.96,35.21000000000001
Tl2MgCdF6,2,23.8,1.74,8.69,0.010199999999999999,100.0,71.2,46.0,22.44,288,139,136,384,3.8,1.5,1.55,3.0,1178.8,737.7,867.8,10086.0,6,2,12,42,162,12,48,54,12,3,5,12,4.08,1.31,1.69,23.88,6,2,2,42,20,0,10,0,6.4,3.75,4.33,62.46,22.060000000000002,15.110000000000001,34.2198,28.799999999999997,54.0,194.76,149,152,179,2.3,2.25,3.8499999999999996,441.0999999999999,311.0,7301.7,4,6,22,150,114,168,9,7,8,2.77,2.39,16.799999999999997,4,4,32,20,10,30,2.6500000000000004,2.0700000000000003,47.980000000000004
Tl2MgCdCl6,2,23.8,1.74,8.69,0.01926,100.0,71.2,46.0,87.6,288,139,136,594,3.8,1.5,1.55,6.0,1178.8,737.7,867.8,7507.200000000001,6,2,12,42,162,12,48,102,12,3,5,18,4.08,1.31,1.69,18.96,6,2,2,42,20,0,10,0,6.4,3.75,4.33,49.800000000000004,22.060000000000002,15.110000000000001,34.210739999999994,28.799999999999997,54.0,129.6,149,152,31,2.3,2.25,0.8499999999999996,441.0999999999999,311.0,4722.900000000001,4,6,22,150,114,120,9,7,2,2.77,2.39,11.88,4,4,32,20,10,30,2.6500000000000004,2.0700000000000003,35.32000000000001
Tl2MgInF6,2,23.8,1.74,7.31,0.010199999999999999,100.0,71.2,65.0,22.44,288,139,142,384,3.8,1.5,1.55,3.0,1178.8,737.7,558.3,10086.0,6,2,3,42,162,12,49,54,12,3,5,12,4.08,1.31,1.78,23.88,6,2,3,42,20,0,10,0,6.4,3.75,3.1,62.46,22.060000000000002,16.490000000000002,32.839800000000004,28.799999999999997,35.0,213.76,149,146,185,2.3,2.25,3.8499999999999996,441.0999999999999,620.5,7611.2,4,3,31,150,113,169,9,7,8,2.77,2.3,16.709999999999997,4,3,31,20,10,30,2.6500000000000004,3.3000000000000003,49.21
Tl2MgInCl6,2,23.8,1.74,7.31,0.01926,100.0,71.2,65.0,87.6,288,139,142,594,3.8,1.5,1.55,6.0,1178.8,737.7,558.3,7507.200000000001,6,2,3,42,162,12,49,102,12,3,5,18,4.08,1.31,1.78,18.96,6,2,3,42,20,0,10,0,6.4,3.75,3.1,49.800000000000004,22.060000000000002,16.490000000000002,32.83074,28.799999999999997,35.0,148.6,149,146,25,2.3,2.25,0.8499999999999996,441.0999999999999,620.5,5032.400000000001,4,3,31,150,113,121,9,7,2,2.77,2.3,11.79,4,3,31,20,10,30,2.6500000000000004,3.3000000000000003,36.550000000000004
Tl2MgInBr6,2,23.8,1.74,7.31,18.72,100.0,71.2,65.0,126.0,288,139,142,684,3.8,1.5,1.55,6.8999999999999995,1178.8,737.7,558.3,6839.400000000001,6,2,3,42,162,12,49,210,12,3,5,24,4.08,1.31,1.78,17.759999999999998,6,2,3,42,20,0,10,0,6.4,3.75,3.1,45.54,22.060000000000002,16.490000000000002,14.130000000000003,28.799999999999997,35.0,110.19999999999999,149,146,115,2.3,2.25,0.04999999999999982,441.0999999999999,620.5,4364.6,4,3,31,150,113,13,9,7,4,2.77,2.3,10.589999999999996,4,3,31,20,10,30,2.6500000000000004,3.3000000000000003,32.29
Tl2MgSnF6,2,23.8,1.74,7.29,0.010199999999999999,100.0,71.2,53.0,22.44,288,139,140,384,3.8,1.5,1.45,3.0,1178.8,737.7,708.6,10086.0,6,2,4,42,162,12,50,54,12,3,5,12,4.08,1.31,1.96,23.88,6,2,4,42,20,0,10,0,6.4,3.75,4.3,62.46,22.060000000000002,16.51,32.8198,28.799999999999997,47.0,201.76,149,148,183,2.3,2.3499999999999996,3.75,441.0999999999999,470.19999999999993,7460.9,4,2,30,150,112,170,9,7,8,2.77,2.12,16.529999999999998,4,2,30,20,10,30,2.6500000000000004,2.1000000000000005,48.010000000000005
Tl2MgSnCl6,2,23.8,1.74,7.29,0.01926,100.0,71.2,53.0,87.6,288,139,140,594,3.8,1.5,1.45,6.0,1178.8,737.7,708.6,7507.200000000001,6,2,4,42,162,12,50,102,12,3,5,18,4.08,1.31,1.96,18.96,6,2,4,42,20,0,10,0,6.4,3.75,4.3,49.800000000000004,22.060000000000002,16.51,32.810739999999996,28.799999999999997,47.0,136.6,149,148,27,2.3,2.3499999999999996,0.75,441.0999999999999,470.19999999999993,4882.1,4,2,30,150,112,122,9,7,2,2.77,2.12,11.61,4,2,30,20,10,30,2.6500000000000004,2.1000000000000005,35.35000000000001
Tl2MgSnBr6,2,23.8,1.74,7.29,18.72,100.0,71.2,53.0,126.0,288,139,140,684,3.8,1.5,1.45,6.8999999999999995,1178.8,737.7,708.6,6839.400000000001,6,2,4,42,162,12,50,210,12,3,5,24,4.08,1.31,1.96,17.759999999999998,6,2,4,42,20,0,10,0,6.4,3.75,4.3,45.54,22.060000000000002,16.51,14.11,28.799999999999997,47.0,98.19999999999999,149,148,117,2.3,2.3499999999999996,0.14999999999999947,441.0999999999999,470.19999999999993,4214.300000000001,4,2,30,150,112,14,9,7,4,2.77,2.12,10.409999999999997,4,2,30,20,10,30,2.6500000000000004,2.1000000000000005,31.09
Tl2MgBaF6,2,23.8,1.74,3.59,0.010199999999999999,100.0,71.2,272.0,22.44,288,139,196,384,3.8,1.5,2.15,3.0,1178.8,737.7,502.9,10086.0,6,2,2,42,162,12,56,54,12,3,6,12,4.08,1.31,0.89,23.88,6,2,2,42,20,0,0,0,6.4,3.75,2.4,62.46,22.060000000000002,20.21,29.119799999999998,28.799999999999997,172.0,420.76,149,92,239,2.3,1.65,4.449999999999999,441.0999999999999,675.9,7666.6,4,4,32,150,106,176,9,6,9,2.77,3.19,17.599999999999998,4,4,32,20,20,20,2.6500000000000004,4.0,49.91
Tl2MgBaCl6,2,23.8,1.74,3.59,0.01926,100.0,71.2,272.0,87.6,288,139,196,594,3.8,1.5,2.15,6.0,1178.8,737.7,502.9,7507.200000000001,6,2,2,42,162,12,56,102,12,3,6,18,4.08,1.31,0.89,18.96,6,2,2,42,20,0,0,0,6.4,3.75,2.4,49.800000000000004,22.060000000000002,20.21,29.11074,28.799999999999997,172.0,355.6,149,92,29,2.3,1.65,1.4499999999999993,441.0999999999999,675.9,5087.800000000001,4,4,32,150,106,128,9,6,3,2.77,3.19,12.68,4,4,32,20,20,20,2.6500000000000004,4.0,37.25
Tl2MgPtF6,2,23.8,1.74,21.5,0.010199999999999999,100.0,71.2,48.0,22.44,288,139,123,384,3.8,1.5,1.35,3.0,1178.8,737.7,870.0,10086.0,6,2,10,42,162,12,78,54,12,3,6,12,4.08,1.31,2.28,23.88,6,2,1,42,20,0,9,0,6.4,3.75,5.6,62.46,22.060000000000002,2.3000000000000007,47.0298,28.799999999999997,52.0,196.76,149,165,166,2.3,2.4499999999999997,3.6500000000000004,441.0999999999999,308.79999999999995,7299.5,4,4,24,150,84,198,9,6,9,2.77,1.8000000000000003,16.21,4,5,33,20,11,29,2.6500000000000004,0.8000000000000007,46.71
Tl2MgPtCl6,2,23.8,1.74,21.5,0.01926,100.0,71.2,48.0,87.6,288,139,123,594,3.8,1.5,1.35,6.0,1178.8,737.7,870.0,7507.200000000001,6,2,10,42,162,12,78,102,12,3,6,18,4.08,1.31,2.28,18.96,6,2,1,42,20,0,9,0,6.4,3.75,5.6,49.800000000000004,22.060000000000002,2.3000000000000007,47.020739999999996,28.799999999999997,52.0,131.6,149,165,44,2.3,2.4499999999999997,0.6500000000000004,441.0999999999999,308.79999999999995,4720.700000000001,4,4,24,150,84,150,9,6,3,2.77,1.8000000000000003,11.290000000000001,4,5,33,20,11,29,2.6500000000000004,0.8000000000000007,34.050000000000004
Tl2MgHgF6,2,23.8,1.74,13.5,0.010199999999999999,100.0,71.2,33.91,22.44,288,139,133,384,3.8,1.5,1.5,3.0,1178.8,737.7,1007.1,10086.0,6,2,12,42,162,12,80,54,12,3,6,12,4.08,1.31,2.0,23.88,6,2,2,42,20,0,10,0,6.4,3.75,4.91,62.46,22.060000000000002,10.3,39.0298,28.799999999999997,66.09,182.67,149,155,176,2.3,2.3,3.8,441.0999999999999,171.69999999999993,7162.4,4,6,22,150,82,200,9,6,9,2.77,2.08,16.49,4,4,32,20,10,30,2.6500000000000004,1.4900000000000002,47.4
Tl2MgHgCl6,2,23.8,1.74,13.5,0.01926,100.0,71.2,33.91,87.6,288,139,133,594,3.8,1.5,1.5,6.0,1178.8,737.7,1007.1,7507.200000000001,6,2,12,42,162,12,80,102,12,3,6,18,4.08,1.31,2.0,18.96,6,2,2,42,20,0,10,0,6.4,3.75,4.91,49.800000000000004,22.060000000000002,10.3,39.020739999999996,28.799999999999997,66.09,117.50999999999999,149,155,34,2.3,2.3,0.7999999999999998,441.0999999999999,171.69999999999993,4583.6,4,6,22,150,82,152,9,6,3,2.77,2.08,11.57,4,4,32,20,10,30,2.6500000000000004,1.4900000000000002,34.74
Tl2MgHgBr6,2,23.8,1.74,13.5,18.72,100.0,71.2,33.91,126.0,288,139,133,684,3.8,1.5,1.5,6.8999999999999995,1178.8,737.7,1007.1,6839.400000000001,6,2,12,42,162,12,80,210,12,3,6,24,4.08,1.31,2.0,17.759999999999998,6,2,2,42,20,0,10,0,6.4,3.75,4.91,45.54,22.060000000000002,10.3,20.32,28.799999999999997,66.09,79.10999999999999,149,155,124,2.3,2.3,0.09999999999999964,441.0999999999999,171.69999999999993,3915.8000000000006,4,6,22,150,82,44,9,6,3,2.77,2.08,10.369999999999997,4,4,32,20,10,30,2.6500000000000004,1.4900000000000002,30.479999999999997
Tl2MgPbF6,2,23.8,1.74,11.3,0.010199999999999999,100.0,71.2,47.0,22.44,288,139,144,384,3.8,1.5,1.8,3.0,1178.8,737.7,715.6,10086.0,6,2,4,42,162,12,82,54,12,3,6,12,4.08,1.31,2.33,23.88,6,2,4,42,20,0,10,0,6.4,3.75,3.9,62.46,22.060000000000002,12.5,36.829800000000006,28.799999999999997,53.0,195.76,149,144,187,2.3,1.9999999999999998,4.1,441.0999999999999,463.19999999999993,7453.9,4,2,30,150,80,202,9,6,9,2.77,1.75,16.159999999999997,4,2,30,20,10,30,2.6500000000000004,2.5000000000000004,48.41
Tl2MgPbCl6,2,23.8,1.74,11.3,0.01926,100.0,71.2,47.0,87.6,288,139,144,594,3.8,1.5,1.8,6.0,1178.8,737.7,715.6,7507.200000000001,6,2,4,42,162,12,82,102,12,3,6,18,4.08,1.31,2.33,18.96,6,2,4,42,20,0,10,0,6.4,3.75,3.9,49.800000000000004,22.060000000000002,12.5,36.82074,28.799999999999997,53.0,130.6,149,144,23,2.3,1.9999999999999998,1.0999999999999996,441.0999999999999,463.19999999999993,4875.1,4,2,30,150,80,154,9,6,3,2.77,1.75,11.24,4,2,30,20,10,30,2.6500000000000004,2.5000000000000004,35.75
Tl2MgPbBr6,2,23.8,1.74,11.3,18.72,100.0,71.2,47.0,126.0,288,139,144,684,3.8,1.5,1.8,6.8999999999999995,1178.8,737.7,715.6,6839.400000000001,6,2,4,42,162,12,82,210,12,3,6,24,4.08,1.31,2.33,17.759999999999998,6,2,4,42,20,0,10,0,6.4,3.75,3.9,45.54,22.060000000000002,12.5,18.120000000000005,28.799999999999997,53.0,92.19999999999999,149,144,113,2.3,1.9999999999999998,0.20000000000000018,441.0999999999999,463.19999999999993,4207.300000000001,4,2,30,150,80,46,9,6,3,2.77,1.75,10.039999999999997,4,2,30,20,10,30,2.6500000000000004,2.5000000000000004,31.49
Tl2MgLaF6,2,23.8,1.74,6.15,0.010199999999999999,100.0,71.2,215.0,22.44,288,139,180,384,3.8,1.5,1.95,3.0,1178.8,737.7,538.1,10086.0,6,2,3,42,162,12,57,54,12,3,6,12,4.08,1.31,1.1,23.88,6,2,2,42,20,0,1,0,6.4,3.75,3.1,62.46,22.060000000000002,17.65,31.679799999999997,28.799999999999997,115.0,363.76,149,108,223,2.3,1.8499999999999999,4.25,441.0999999999999,640.6999999999999,7631.4,4,3,31,150,105,177,9,6,9,2.77,2.98,17.39,4,4,32,20,19,21,2.6500000000000004,3.3000000000000003,49.21
Tl2MgLaCl6,2,23.8,1.74,6.15,0.01926,100.0,71.2,215.0,87.6,288,139,180,594,3.8,1.5,1.95,6.0,1178.8,737.7,538.1,7507.200000000001,6,2,3,42,162,12,57,102,12,3,6,18,4.08,1.31,1.1,18.96,6,2,2,42,20,0,1,0,6.4,3.75,3.1,49.800000000000004,22.060000000000002,17.65,31.67074,28.799999999999997,115.0,298.6,149,108,13,2.3,1.8499999999999999,1.25,441.0999999999999,640.6999999999999,5052.6,4,3,31,150,105,129,9,6,3,2.77,2.98,12.47,4,4,32,20,19,21,2.6500000000000004,3.3000000000000003,36.550000000000004
Tl2MgLaBr6,2,23.8,1.74,6.15,18.72,100.0,71.2,215.0,126.0,288,139,180,684,3.8,1.5,1.95,6.8999999999999995,1178.8,737.7,538.1,6839.400000000001,6,2,3,42,162,12,57,210,12,3,6,24,4.08,1.31,1.1,17.759999999999998,6,2,2,42,20,0,1,0,6.4,3.75,3.1,45.54,22.060000000000002,17.65,12.969999999999999,28.799999999999997,115.0,260.2,149,108,77,2.3,1.8499999999999999,0.35000000000000053,441.0999999999999,640.6999999999999,4384.800000000001,4,3,31,150,105,21,9,6,3,2.77,2.98,11.269999999999998,4,4,32,20,19,21,2.6500000000000004,3.3000000000000003,32.29
Tl2MgCeF6,2,23.8,1.74,6.77,0.010199999999999999,100.0,71.2,205.0,22.44,288,139,163,384,3.8,1.5,1.85,3.0,1178.8,737.7,534.4,10086.0,6,2,3,42,162,12,58,54,12,3,6,12,4.08,1.31,1.12,23.88,6,2,2,42,20,0,1,0,6.4,3.75,3.1,62.46,22.060000000000002,17.03,32.299800000000005,28.799999999999997,105.0,353.76,149,125,206,2.3,1.9499999999999997,4.15,441.0999999999999,644.4,7635.1,4,3,31,150,104,178,9,6,9,2.77,2.96,17.369999999999997,4,4,32,20,19,21,2.6500000000000004,3.3000000000000003,49.21
Tl2MgCeCl6,2,23.8,1.74,6.77,0.01926,100.0,71.2,205.0,87.6,288,139,163,594,3.8,1.5,1.85,6.0,1178.8,737.7,534.4,7507.200000000001,6,2,3,42,162,12,58,102,12,3,6,18,4.08,1.31,1.12,18.96,6,2,2,42,20,0,1,0,6.4,3.75,3.1,49.800000000000004,22.060000000000002,17.03,32.29074,28.799999999999997,105.0,288.6,149,125,4,2.3,1.9499999999999997,1.1500000000000004,441.0999999999999,644.4,5056.300000000001,4,3,31,150,104,130,9,6,3,2.77,2.96,12.45,4,4,32,20,19,21,2.6500000000000004,3.3000000000000003,36.550000000000004
Tl2MgCeBr6,2,23.8,1.74,6.77,18.72,100.0,71.2,205.0,126.0,288,139,163,684,3.8,1.5,1.85,6.8999999999999995,1178.8,737.7,534.4,6839.400000000001,6,2,3,42,162,12,58,210,12,3,6,24,4.08,1.31,1.12,17.759999999999998,6,2,2,42,20,0,1,0,6.4,3.75,3.1,45.54,22.060000000000002,17.03,13.590000000000003,28.799999999999997,105.0,250.2,149,125,94,2.3,1.9499999999999997,0.2500000000000009,441.0999999999999,644.4,4388.5,4,3,31,150,104,22,9,6,3,2.77,2.96,11.249999999999996,4,4,32,20,19,21,2.6500000000000004,3.3000000000000003,32.29
Tl2MgPrF6,2,23.8,1.74,6.77,0.010199999999999999,100.0,71.2,216.0,22.44,288,139,176,384,3.8,1.5,1.85,3.0,1178.8,737.7,527.0,10086.0,6,2,3,42,162,12,59,54,12,3,6,12,4.08,1.31,1.13,23.88,6,2,2,42,20,0,0,0,6.4,3.75,3.1,62.46,22.060000000000002,17.03,32.299800000000005,28.799999999999997,116.0,364.76,149,112,219,2.3,1.9499999999999997,4.15,441.0999999999999,651.8,7642.5,4,3,31,150,103,179,9,6,9,2.77,2.95,17.36,4,4,32,20,20,20,2.6500000000000004,3.3000000000000003,49.21
Tl2MgPrCl6,2,23.8,1.74,6.77,0.01926,100.0,71.2,216.0,87.6,288,139,176,594,3.8,1.5,1.85,6.0,1178.8,737.7,527.0,7507.200000000001,6,2,3,42,162,12,59,102,12,3,6,18,4.08,1.31,1.13,18.96,6,2,2,42,20,0,0,0,6.4,3.75,3.1,49.800000000000004,22.060000000000002,17.03,32.29074,28.799999999999997,116.0,299.6,149,112,9,2.3,1.9499999999999997,1.1500000000000004,441.0999999999999,651.8,5063.700000000001,4,3,31,150,103,131,9,6,3,2.77,2.95,12.440000000000001,4,4,32,20,20,20,2.6500000000000004,3.3000000000000003,36.550000000000004
Tl2MgPrBr6,2,23.8,1.74,6.77,18.72,100.0,71.2,216.0,126.0,288,139,176,684,3.8,1.5,1.85,6.8999999999999995,1178.8,737.7,527.0,6839.400000000001,6,2,3,42,162,12,59,210,12,3,6,24,4.08,1.31,1.13,17.759999999999998,6,2,2,42,20,0,0,0,6.4,3.75,3.1,45.54,22.060000000000002,17.03,13.590000000000003,28.799999999999997,116.0,261.2,149,112,81,2.3,1.9499999999999997,0.2500000000000009,441.0999999999999,651.8,4395.900000000001,4,3,31,150,103,23,9,6,3,2.77,2.95,11.239999999999998,4,4,32,20,20,20,2.6500000000000004,3.3000000000000003,32.29
