formula,A,B,C,X,Ra,Rb,Rc,RB,Rx,Tf,number
Tl2PdDyBr6,Tl,Pd,Dy,Br,1.698,0.866,1.07,0.968,1.955,4.141002679999572,2
Tl2PdDyI6,Tl,Pd,Dy,I,1.698,0.866,1.07,0.968,2.194,4.387903506445852,2
Tl2PdTmF6,Tl,Pd,Tm,F,1.698,0.866,1.03,0.948,1.331,3.4770692785321904,2
Tl2PdTmCl6,Tl,Pd,Tm,Cl,1.698,0.866,1.03,0.948,1.806,3.9781241308528656,2
Tl2PdTmBr6,Tl,Pd,Tm,Br,1.698,0.866,1.03,0.948,1.955,4.135297126633456,2
Tl2PdTmI6,Tl,Pd,Tm,I,1.698,0.866,1.03,0.948,2.194,4.387406831274806,2
Tl2PdYbF6,Tl,Pd,Yb,F,1.698,0.866,1.02,0.9430000000000001,1.331,3.4730300015490023,2
Tl2PdYbCl6,Tl,Pd,Yb,Cl,1.698,0.866,1.02,0.9430000000000001,1.806,3.9767415604037213,2
Tl2PdYbBr6,Tl,Pd,Yb,Br,1.698,0.866,1.02,0.9430000000000001,1.955,4.134747923076044,2
Tl2PdYbI6,Tl,Pd,Yb,I,1.698,0.866,1.02,0.9430000000000001,2.194,4.388194370583998,2
Tl2AgCdF6,Tl,Ag,Cd,F,1.698,0.936,0.951,0.9435,1.331,3.47341993735649,2
Tl2AgCdCl6,Tl,Ag,Cd,Cl,1.698,0.936,0.951,0.9435,1.806,3.9768645584481703,2
Tl2AgCdBr6,Tl,Ag,Cd,Br,1.698,0.936,0.951,0.9435,1.955,4.134787186959034,2
Tl2AgCdI6,Tl,Ag,Cd,I,1.698,0.936,0.951,0.9435,2.194,4.388099322624111,2
Tl2AgInF6,Tl,Ag,In,F,1.698,0.936,0.989,0.9625,1.331,3.4905582618854734,2
Tl2AgInCl6,Tl,Ag,In,Cl,1.698,0.936,0.989,0.9625,1.806,3.984064755391967,2
Tl2AgInBr6,Tl,Ag,In,Br,1.698,0.936,0.989,0.9625,1.955,4.1388699501971615,2
Tl2AgInI6,Tl,Ag,In,I,1.698,0.936,0.989,0.9625,2.194,4.387181638508849,2
Tl2AgSnF6,Tl,Ag,Sn,F,1.698,0.936,1.02,0.978,1.331,3.5079530464199875,2
Tl2AgSnCl6,Tl,Ag,Sn,Cl,1.698,0.936,1.02,0.978,1.806,3.9936381179946294,2
Tl2AgSnBr6,Tl,Ag,Sn,Br,1.698,0.936,1.02,0.978,1.955,4.145989856235938,2
Tl2AgSnI6,Tl,Ag,Sn,I,1.698,0.936,1.02,0.978,2.194,4.390366134354547,2
Tl2AgBaF6,Tl,Ag,Ba,F,1.698,0.936,1.34,1.1380000000000001,1.331,3.8981580314529563,2
Tl2AgBaCl6,Tl,Ag,Ba,Cl,1.698,0.936,1.34,1.1380000000000001,1.806,4.3155569769714095,2
Tl2AgBaBr6,Tl,Ag,Ba,Br,1.698,0.936,1.34,1.1380000000000001,1.955,4.446488435670883,2
Tl2AgBaI6,Tl,Ag,Ba,I,1.698,0.936,1.34,1.1380000000000001,2.194,4.656506010363326,2
Tl2AgPtF6,Tl,Ag,Pt,F,1.698,0.936,0.984,0.96,1.331,3.488042564745782,2
Tl2AgPtCl6,Tl,Ag,Pt,Cl,1.698,0.936,0.984,0.96,1.806,3.9828342314124483,2
Tl2AgPtBr6,Tl,Ag,Pt,Br,1.698,0.936,0.984,0.96,1.955,4.138042564745781,2
Tl2AgPtI6,Tl,Ag,Pt,I,1.698,0.936,0.984,0.96,2.194,4.3870008980791155,2
Tl2AgHgF6,Tl,Ag,Hg,F,1.698,0.936,1.03,0.9830000000000001,1.331,3.5142340256918034,2
Tl2AgHgCl6,Tl,Ag,Hg,Cl,1.698,0.936,1.03,0.9830000000000001,1.806,3.997448674725374,2
Tl2AgHgBr6,Tl,Ag,Hg,Br,1.698,0.936,1.03,0.9830000000000001,1.955,4.14902548042222,2
Tl2AgHgI6,Tl,Ag,Hg,I,1.698,0.936,1.03,0.9830000000000001,2.194,4.392158745935953,2
Tl2AgPbF6,Tl,Ag,Pb,F,1.698,0.936,1.18,1.058,1.331,3.65058137531349,2
Tl2AgPbCl6,Tl,Ag,Pb,Cl,1.698,0.936,1.18,1.058,1.806,4.099541677770957,2
Tl2AgPbBr6,Tl,Ag,Pb,Br,1.698,0.936,1.18,1.058,1.955,4.240373435804983,2
Tl2AgPbI6,Tl,Ag,Pb,I,1.698,0.936,1.18,1.058,2.194,4.466271356409898,2
Tl2AgLaF6,Tl,Ag,La,F,1.698,0.936,1.31,1.123,1.331,3.842325035705273,2
Tl2AgLaCl6,Tl,Ag,La,Cl,1.698,0.936,1.31,1.123,1.806,4.26529921201872,2
Tl2AgLaBr6,Tl,Ag,La,Br,1.698,0.936,1.31,1.123,1.955,4.3979795325886215,2
Tl2AgLaI6,Tl,Ag,La,I,1.698,0.936,1.31,1.123,2.194,4.610802328670545,2
Tl2AgCeF6,Tl,Ag,Ce,F,1.698,0.936,1.287,1.1115,1.331,3.8026704634401773,2
Tl2AgCeCl6,Tl,Ag,Ce,Cl,1.698,0.936,1.287,1.1115,1.806,4.230020890790605,2
Tl2AgCeBr6,Tl,Ag,Ce,Br,1.698,0.936,1.287,1.1115,1.955,4.364073972212108,2
Tl2AgCeI6,Tl,Ag,Ce,I,1.698,0.936,1.287,1.1115,2.194,4.5790987135526375,2
Tl2AgPrF6,Tl,Ag,Pr,F,1.698,0.936,1.26,1.098,1.331,3.759422663714992,2
Tl2AgPrCl6,Tl,Ag,Pr,Cl,1.698,0.936,1.26,1.098,1.806,4.192027399598416,2
Tl2AgPrBr6,Tl,Ag,Pr,Br,1.698,0.936,1.26,1.098,1.955,4.327728674643954,2
Tl2AgPrI6,Tl,Ag,Pr,I,1.698,0.936,1.26,1.098,2.194,4.545397162804245,2
Tl2AgSmF6,Tl,Ag,Sm,F,1.698,0.936,1.19,1.063,1.331,3.662697458234903,2
Tl2AgSmCl6,Tl,Ag,Sm,Cl,1.698,0.936,1.19,1.063,1.806,4.109546000097556,2
Tl2AgSmBr6,Tl,Ag,Sm,Br,1.698,0.936,1.19,1.063,1.955,4.249715332176578,2
Tl2AgSmI6,Tl,Ag,Sm,I,1.698,0.936,1.19,1.063,2.194,4.474550703766418,2
Tl2AgEuF6,Tl,Ag,Eu,F,1.698,0.936,1.16,1.048,1.331,3.627556030105577,2
Tl2AgEuCl6,Tl,Ag,Eu,Cl,1.698,0.936,1.16,1.048,1.806,4.080800304914737,2
Tl2AgEuBr6,Tl,Ag,Eu,Br,1.698,0.936,1.16,1.048,1.955,4.2229758774338215,2
Tl2AgEuI6,Tl,Ag,Eu,I,1.698,0.936,1.16,1.048,2.194,4.451029312548325,2
Tl2AgDyF6,Tl,Ag,Dy,F,1.698,0.936,1.07,1.0030000000000001,1.331,3.5427152034291476,2
Tl2AgDyCl6,Tl,Ag,Dy,Cl,1.698,0.936,1.07,1.0030000000000001,1.806,4.016294465642507,2
Tl2AgDyBr6,Tl,Ag,Dy,Br,1.698,0.936,1.07,1.0030000000000001,1.955,4.16484880263154,2
Tl2AgDyI6,Tl,Ag,Dy,I,1.698,0.936,1.07,1.0030000000000001,2.194,4.403133947197841,2
Tl2AgTmF6,Tl,Ag,Tm,F,1.698,0.936,1.03,0.9830000000000001,1.331,3.5142340256918034,2
Tl2AgTmCl6,Tl,Ag,Tm,Cl,1.698,0.936,1.03,0.9830000000000001,1.806,3.997448674725374,2
Tl2AgTmBr6,Tl,Ag,Tm,Br,1.698,0.936,1.03,0.9830000000000001,1.955,4.14902548042222,2
Tl2AgTmI6,Tl,Ag,Tm,I,1.698,0.936,1.03,0.9830000000000001,2.194,4.392158745935953,2
Tl2AgYbF6,Tl,Ag,Yb,F,1.698,0.936,1.02,0.978,1.331,3.5079530464199875,2
Tl2AgYbCl6,Tl,Ag,Yb,Cl,1.698,0.936,1.02,0.978,1.806,3.9936381179946294,2
Tl2AgYbBr6,Tl,Ag,Yb,Br,1.698,0.936,1.02,0.978,1.955,4.145989856235938,2
Tl2AgYbI6,Tl,Ag,Yb,I,1.698,0.936,1.02,0.978,2.194,4.390366134354547,2
Tl2CdInF6,Tl,Cd,In,F,1.698,0.951,0.989,0.97,1.331,3.498586231256899,2
Tl2CdInCl6,Tl,Cd,In,Cl,1.698,0.951,0.989,0.97,1.806,3.9882769529063835,2
Tl2CdInBr6,Tl,Cd,In,Br,1.698,0.951,0.989,0.97,1.955,4.141885200329064,2
Tl2CdInI6,Tl,Cd,In,I,1.698,0.951,0.989,0.97,2.194,4.388276952906383,2
Tl2CdSnF6,Tl,Cd,Sn,F,1.698,0.951,1.02,0.9855,1.331,3.517498868462612,2
Tl2CdSnCl6,Tl,Cd,Sn,Cl,1.698,0.951,1.02,0.9855,1.806,3.9994877066158336,2
Tl2CdSnBr6,Tl,Cd,Sn,Br,1.698,0.951,1.02,0.9855,1.955,4.150679994794423,2
Tl2CdSnI6,Tl,Cd,Sn,I,1.698,0.951,1.02,0.9855,2.194,4.393196483886254,2
Tl2CdBaF6,Tl,Cd,Ba,F,1.698,0.951,1.34,1.1455,1.331,3.9279059524900104,2
Tl2CdBaCl6,Tl,Cd,Ba,Cl,1.698,0.951,1.34,1.1455,1.806,4.34257203716919,2
Tl2CdBaBr6,Tl,Cd,Ba,Br,1.698,0.951,1.34,1.1455,1.955,4.472646240573817,2
Tl2CdBaI6,Tl,Cd,Ba,I,1.698,0.951,1.34,1.1455,2.194,4.681288754759762,2
Tl2CdPtF6,Tl,Cd,Pt,F,1.698,0.951,0.984,0.9675,1.331,3.4958297442370876,2
Tl2CdPtCl6,Tl,Cd,Pt,Cl,1.698,0.951,0.984,0.9675,1.806,3.986785816588509,2
Tl2CdPtBr6,Tl,Cd,Pt,Br,1.698,0.951,0.984,0.9675,1.955,4.1407909845471655,2
Tl2CdPtI6,Tl,Cd,Pt,I,1.698,0.951,0.984,0.9675,2.194,4.387819408319775,2
Tl2CdHgF6,Tl,Cd,Hg,F,1.698,0.951,1.03,0.9904999999999999,1.331,3.524279399634984,2
Tl2CdHgCl6,Tl,Cd,Hg,Cl,1.698,0.951,1.03,0.9904999999999999,1.806,4.0038351795441205,2
Tl2CdHgBr6,Tl,Cd,Hg,Br,1.698,0.951,1.03,0.9904999999999999,1.955,4.1542642557682505,2
Tl2CdHgI6,Tl,Cd,Hg,I,1.698,0.951,1.03,0.9904999999999999,2.194,4.395556532396216,2
Tl2CdPbF6,Tl,Cd,Pb,F,1.698,0.951,1.18,1.0655,1.331,3.668909199463452,2
Tl2CdPbCl6,Tl,Cd,Pb,Cl,1.698,0.951,1.18,1.0655,1.806,4.114709293316103,2
Tl2CdPbBr6,Tl,Cd,Pb,Br,1.698,0.951,1.18,1.0655,1.955,4.25454974380883,2
Tl2CdPbI6,Tl,Cd,Pb,I,1.698,0.951,1.18,1.0655,2.194,4.478857580505217,2
Tl2CdLaF6,Tl,Cd,La,F,1.698,0.951,1.31,1.1305,1.331,3.869644294442829,2
Tl2CdLaCl6,Tl,Cd,La,Cl,1.698,0.951,1.31,1.1305,1.806,4.2898123616697195,2
Tl2CdLaBr6,Tl,Cd,La,Br,1.698,0.951,1.31,1.1305,1.955,4.421612450126155,2
Tl2CdLaI6,Tl,Cd,La,I,1.698,0.951,1.31,1.1305,2.194,4.633023330267685,2
Tl2CdCeF6,Tl,Cd,Ce,F,1.698,0.951,1.287,1.119,1.331,3.8282301593398236,2
Tl2CdCeCl6,Tl,Cd,Ce,Cl,1.698,0.951,1.287,1.119,1.806,4.252716307686562,2
Tl2CdCeBr6,Tl,Cd,Ce,Br,1.698,0.951,1.287,1.119,1.955,4.385870910010065,2
Tl2CdCeI6,Tl,Cd,Ce,I,1.698,0.951,1.287,1.119,2.194,4.599454466757161,2
Tl2CdPrF6,Tl,Cd,Pr,F,1.698,0.951,1.26,1.1055,1.331,3.783018970839401,2
Tl2CdPrCl6,Tl,Cd,Pr,Cl,1.698,0.951,1.26,1.1055,1.806,4.212688803494308,2
Tl2CdPrBr6,Tl,Cd,Pr,Br,1.698,0.951,1.26,1.1055,1.955,4.347469445737637,2
Tl2CdPrI6,Tl,Cd,Pr,I,1.698,0.951,1.26,1.1055,2.194,4.563661214168212,2
Tl2CdSmF6,Tl,Cd,Sm,F,1.698,0.951,1.19,1.0705,1.331,3.6816443340937557,2
Tl2CdSmCl6,Tl,Cd,Sm,Cl,1.698,0.951,1.19,1.0705,1.806,4.125362222930748,2
Tl2CdSmBr6,Tl,Cd,Sm,Br,1.698,0.951,1.19,1.0705,1.955,4.264549518586983,2
Tl2CdSmI6,Tl,Cd,Sm,I,1.698,0.951,1.19,1.0705,2.194,4.4878096773912795,2
Tl2CdEuF6,Tl,Cd,Eu,F,1.698,0.951,1.16,1.0554999999999999,1.331,3.6446753824637854,2
Tl2CdEuCl6,Tl,Cd,Eu,Cl,1.698,0.951,1.16,1.0554999999999999,1.806,4.094699067920915,2
Tl2CdEuBr6,Tl,Cd,Eu,Br,1.698,0.951,1.16,1.0554999999999999,1.955,4.235864392411678,2
Tl2CdEuI6,Tl,Cd,Eu,I,1.698,0.951,1.16,1.0554999999999999,2.194,4.462297362568002,2
Tl2CdDyF6,Tl,Cd,Dy,F,1.698,0.951,1.07,1.0105,1.331,3.5548140025895214,2
Tl2CdDyCl6,Tl,Cd,Dy,Cl,1.698,0.951,1.07,1.0105,1.806,4.024878327181308,2
Tl2CdDyBr6,Tl,Cd,Dy,Br,1.698,0.951,1.07,1.0105,1.955,4.172330083737468,2
Tl2CdDyI6,Tl,Cd,Dy,I,1.698,0.951,1.07,1.0105,2.194,4.408846659689967,2
Tl2CdTmF6,Tl,Cd,Tm,F,1.698,0.951,1.03,0.9904999999999999,1.331,3.524279399634984,2
Tl2CdTmCl6,Tl,Cd,Tm,Cl,1.698,0.951,1.03,0.9904999999999999,1.806,4.0038351795441205,2
Tl2CdTmBr6,Tl,Cd,Tm,Br,1.698,0.951,1.03,0.9904999999999999,1.955,4.1542642557682505,2
Tl2CdTmI6,Tl,Cd,Tm,I,1.698,0.951,1.03,0.9904999999999999,2.194,4.395556532396216,2
Tl2CdYbF6,Tl,Cd,Yb,F,1.698,0.951,1.02,0.9855,1.331,3.517498868462612,2
Tl2CdYbCl6,Tl,Cd,Yb,Cl,1.698,0.951,1.02,0.9855,1.806,3.9994877066158336,2
Tl2CdYbBr6,Tl,Cd,Yb,Br,1.698,0.951,1.02,0.9855,1.955,4.150679994794423,2
Tl2CdYbI6,Tl,Cd,Yb,I,1.698,0.951,1.02,0.9855,2.194,4.393196483886254,2
Tl2InSnF6,Tl,In,Sn,F,1.698,0.989,1.02,1.0045,1.331,3.5450720439790153,2
Tl2InSnCl6,Tl,In,Sn,Cl,1.698,0.989,1.02,1.0045,1.806,4.017944119638548,2
Tl2InSnBr6,Tl,In,Sn,Br,1.698,0.989,1.02,1.0045,1.955,4.166276623371749,2
Tl2InSnI6,Tl,In,Sn,I,1.698,0.989,1.02,1.0045,2.194,4.4042059414404395,2
Tl2InBaF6,Tl,In,Ba,F,1.698,0.989,1.34,1.1645,1.331,4.009082620506149,2
Tl2InBaCl6,Tl,In,Ba,Cl,1.698,0.989,1.34,1.1645,1.806,4.416983006938095,2
Tl2InBaBr6,Tl,In,Ba,Br,1.698,0.989,1.34,1.1645,1.955,4.544934917629378,2
Tl2InBaI6,Tl,In,Ba,I,1.698,0.989,1.34,1.1645,2.194,4.75017321732882,2
Tl2InPtF6,Tl,In,Pt,F,1.698,0.989,0.984,0.9864999999999999,1.331,3.518828152604744,2
Tl2InPtCl6,Tl,In,Pt,Cl,1.698,0.989,0.984,0.9864999999999999,1.806,4.000328406025931,2
Tl2InPtBr6,Tl,In,Pt,Br,1.698,0.989,0.984,0.9864999999999999,1.955,4.151367432888576,2
Tl2InPtI6,Tl,In,Pt,I,1.698,0.989,0.984,0.9864999999999999,2.194,4.393638086715235,2
Tl2InHgF6,Tl,In,Hg,F,1.698,0.989,1.03,1.0095,1.331,3.5531552045914063,2
Tl2InHgCl6,Tl,In,Hg,Cl,1.698,0.989,1.03,1.0095,1.806,4.023685169920777,2
Tl2InHgBr6,Tl,In,Hg,Br,1.698,0.989,1.03,1.0095,1.955,4.171282990624096,2
Tl2InHgI6,Tl,In,Hg,I,1.698,0.989,1.03,1.0095,2.194,4.408033857389821,2
Tl2InPbF6,Tl,In,Pb,F,1.698,0.989,1.18,1.0845,1.331,3.7195680489926293,2
Tl2InPbCl6,Tl,In,Pb,Cl,1.698,0.989,1.18,1.0845,1.806,4.1575579060696235,2
Tl2InPbBr6,Tl,In,Pb,Br,1.698,0.989,1.18,1.0845,1.955,4.294948408605354,2
Tl2InPbI6,Tl,In,Pb,I,1.698,0.989,1.18,1.0845,2.194,4.5153264630083045,2
Tl2InLaF6,Tl,In,La,F,1.698,0.989,1.31,1.1495,1.331,3.944290596903991,2
Tl2InLaCl6,Tl,In,La,Cl,1.698,0.989,1.31,1.1495,1.806,4.357513737399859,2
Tl2InLaBr6,Tl,In,La,Br,1.698,0.989,1.31,1.1495,1.955,4.48713531199751,2
Tl2InLaI6,Tl,In,La,I,1.698,0.989,1.31,1.1495,2.194,4.695051797425958,2
Tl2InCeF6,Tl,In,Ce,F,1.698,0.989,1.287,1.138,1.331,3.898158031452956,2
Tl2InCeCl6,Tl,In,Ce,Cl,1.698,0.989,1.287,1.138,1.806,4.3155569769714095,2
Tl2InCeBr6,Tl,In,Ce,Br,1.698,0.989,1.287,1.138,1.955,4.446488435670882,2
Tl2InCeI6,Tl,In,Ce,I,1.698,0.989,1.287,1.138,2.194,4.656506010363325,2
Tl2InPrF6,Tl,In,Pr,F,1.698,0.989,1.26,1.1245,1.331,3.847695157713829,2
Tl2InPrCl6,Tl,In,Pr,Cl,1.698,0.989,1.26,1.1245,1.806,4.270105117696043,2
Tl2InPrBr6,Tl,In,Pr,Br,1.698,0.989,1.26,1.1245,1.955,4.402608452511517,2
Tl2InPrI6,Tl,In,Pr,I,1.698,0.989,1.26,1.1245,2.194,4.615147358692042,2
Tl2InSmF6,Tl,In,Sm,F,1.698,0.989,1.19,1.0895,1.331,3.733944251512335,2
Tl2InSmCl6,Tl,In,Sm,Cl,1.698,0.989,1.19,1.0895,1.806,4.1699240587633675,2
Tl2InSmBr6,Tl,In,Sm,Br,1.698,0.989,1.19,1.0895,1.955,4.306684040406323,2
Tl2InSmI6,Tl,In,Sm,I,1.698,0.989,1.19,1.0895,2.194,4.5260507223705275,2
Tl2InEuF6,Tl,In,Eu,F,1.698,0.989,1.16,1.0745,1.331,3.6921355082550695,2
Tl2InEuCl6,Tl,In,Eu,Cl,1.698,0.989,1.16,1.0745,1.806,4.1342015855003,2
Tl2InEuBr6,Tl,In,Eu,Br,1.698,0.989,1.16,1.0745,1.955,4.272870733941435,2
Tl2InEuI6,Tl,In,Eu,I,1.698,0.989,1.16,1.0745,2.194,4.49529977070272,2
Tl2InDyF6,Tl,In,Dy,F,1.698,0.989,1.07,1.0295,1.331,3.589058422353588,2
Tl2InDyCl6,Tl,In,Dy,Cl,1.698,0.989,1.07,1.0295,1.806,4.050447446151549,2
Tl2InDyBr6,Tl,In,Dy,Br,1.698,0.989,1.07,1.0295,1.955,4.1951778978271195,2
Tl2InDyI6,Tl,In,Dy,I,1.698,0.989,1.07,1.0295,2.194,4.427329427695987,2
Tl2InTmF6,Tl,In,Tm,F,1.698,0.989,1.03,1.0095,1.331,3.5531552045914063,2
Tl2InTmCl6,Tl,In,Tm,Cl,1.698,0.989,1.03,1.0095,1.806,4.023685169920777,2
Tl2InTmBr6,Tl,In,Tm,Br,1.698,0.989,1.03,1.0095,1.955,4.171282990624096,2
Tl2InTmI6,Tl,In,Tm,I,1.698,0.989,1.03,1.0095,2.194,4.408033857389821,2
Tl2InYbF6,Tl,In,Yb,F,1.698,0.989,1.02,1.0045,1.331,3.5450720439790153,2
Tl2InYbCl6,Tl,In,Yb,Cl,1.698,0.989,1.02,1.0045,1.806,4.017944119638548,2
Tl2InYbBr6,Tl,In,Yb,Br,1.698,0.989,1.02,1.0045,1.955,4.166276623371749,2
Tl2InYbI6,Tl,In,Yb,I,1.698,0.989,1.02,1.0045,2.194,4.4042059414404395,2
Tl2SnBaF6,Tl,Sn,Ba,F,1.698,1.02,1.34,1.1800000000000002,1.331,4.081904385113267,2
Tl2SnBaCl6,Tl,Sn,Ba,Cl,1.698,1.02,1.34,1.1800000000000002,1.806,4.484446757994623,2
Tl2SnBaBr6,Tl,Sn,Ba,Br,1.698,1.02,1.34,1.1800000000000002,1.955,4.610717944435301,2
Tl2SnBaI6,Tl,Sn,Ba,I,1.698,1.02,1.34,1.1800000000000002,2.194,4.813260317316656,2
Tl2SnPtF6,Tl,Sn,Pt,F,1.698,1.02,0.984,1.002,1.331,3.541161336260477,2
Tl2SnPtCl6,Tl,Sn,Pt,Cl,1.698,1.02,0.984,1.002,1.806,4.015213232468062,2
Tl2SnPtBr6,Tl,Sn,Pt,Br,1.698,1.02,0.984,1.002,1.955,4.163915827278442,2
Tl2SnPtI6,Tl,Sn,Pt,I,1.698,1.02,0.984,1.002,2.194,4.4024387813702575,2
Tl2SnHgF6,Tl,Sn,Hg,F,1.698,1.02,1.03,1.025,1.331,3.5804732876135335,2
Tl2SnHgCl6,Tl,Sn,Hg,Cl,1.698,1.02,1.03,1.025,1.806,4.043887921759875,2
Tl2SnHgBr6,Tl,Sn,Hg,Br,1.698,1.02,1.03,1.025,1.955,4.189253775418412,2
Tl2SnHgI6,Tl,Sn,Hg,I,1.698,1.02,1.03,1.025,2.194,4.422424507125729,2
Tl2SnPbF6,Tl,Sn,Pb,F,1.698,1.02,1.18,1.1,1.331,3.765611403785839,2
Tl2SnPbCl6,Tl,Sn,Pb,Cl,1.698,1.02,1.18,1.1,1.806,4.19742958560402,2
Tl2SnPbBr6,Tl,Sn,Pb,Br,1.698,1.02,1.18,1.1,1.955,4.332884131058566,2
Tl2SnPbI6,Tl,Sn,Pb,I,1.698,1.02,1.18,1.1,2.194,4.5501568583312935,2
Tl2SnLaF6,Tl,Sn,La,F,1.698,1.02,1.31,1.165,1.331,4.011336259588258,2
Tl2SnLaCl6,Tl,Sn,La,Cl,1.698,1.02,1.31,1.165,1.806,4.41906158147667,2
Tl2SnLaBr6,Tl,Sn,La,Br,1.698,1.02,1.31,1.165,1.955,4.546958577184824,2
Tl2SnLaI6,Tl,Sn,La,I,1.698,1.02,1.31,1.165,2.194,4.752108791777099,2
Tl2SnCeF6,Tl,Sn,Ce,F,1.698,1.02,1.287,1.1535,1.331,3.9610449212938343,2
Tl2SnCeCl6,Tl,Sn,Ce,Cl,1.698,1.02,1.287,1.1535,1.806,4.37283512502162,2
Tl2SnCeBr6,Tl,Sn,Ce,Br,1.698,1.02,1.287,1.1535,1.955,4.502007209980441,2
Tl2SnCeI6,Tl,Sn,Ce,I,1.698,1.02,1.287,1.1535,2.194,4.7092027019613685,2
Tl2SnPrF6,Tl,Sn,Pr,F,1.698,1.02,1.26,1.1400000000000001,1.331,3.9059684401329253,2
Tl2SnPrCl6,Tl,Sn,Pr,Cl,1.698,1.02,1.26,1.1400000000000001,1.806,4.322635106799592,2
Tl2SnPrBr6,Tl,Sn,Pr,Br,1.698,1.02,1.26,1.1400000000000001,1.955,4.453336861185557,2
Tl2SnPrI6,Tl,Sn,Pr,I,1.698,1.02,1.26,1.1400000000000001,2.194,4.6629859839925745,2
Tl2SnSmF6,Tl,Sn,Sm,F,1.698,1.02,1.19,1.105,1.331,3.7814127038306964,2
Tl2SnSmCl6,Tl,Sn,Sm,Cl,1.698,1.02,1.19,1.105,1.806,4.211276957224362,2
Tl2SnSmBr6,Tl,Sn,Sm,Br,1.698,1.02,1.19,1.105,1.955,4.346118586183638,2
Tl2SnSmI6,Tl,Sn,Sm,I,1.698,1.02,1.19,1.105,2.194,4.562408178943819,2
Tl2SnEuF6,Tl,Sn,Eu,F,1.698,1.02,1.16,1.0899999999999999,1.331,3.735406523156084,2
Tl2SnEuCl6,Tl,Sn,Eu,Cl,1.698,1.02,1.16,1.0899999999999999,1.806,4.171186339669846,2
Tl2SnEuBr6,Tl,Sn,Eu,Br,1.698,1.02,1.16,1.0899999999999999,1.955,4.307883587376267,2
Tl2SnEuI6,Tl,Sn,Eu,I,1.698,1.02,1.16,1.0899999999999999,2.194,4.527149642422138,2
Tl2SnDyF6,Tl,Sn,Dy,F,1.698,1.02,1.07,1.045,1.331,3.620956352660897,2
Tl2SnDyCl6,Tl,Sn,Dy,Cl,1.698,1.02,1.07,1.045,1.806,4.075501807206352,2
Tl2SnDyBr6,Tl,Sn,Dy,Br,1.698,1.02,1.07,1.045,1.955,4.218085539263768,2
Tl2SnDyI6,Tl,Sn,Dy,I,1.698,1.02,1.07,1.045,2.194,4.44679367323506,2
Tl2SnTmF6,Tl,Sn,Tm,F,1.698,1.02,1.03,1.025,1.331,3.5804732876135335,2
Tl2SnTmCl6,Tl,Sn,Tm,Cl,1.698,1.02,1.03,1.025,1.806,4.043887921759875,2
Tl2SnTmBr6,Tl,Sn,Tm,Br,1.698,1.02,1.03,1.025,1.955,4.189253775418412,2
Tl2SnTmI6,Tl,Sn,Tm,I,1.698,1.02,1.03,1.025,2.194,4.422424507125729,2
Tl2SnYbF6,Tl,Sn,Yb,F,1.698,1.02,1.02,1.02,1.331,3.5712826350554705,2
Tl2SnYbCl6,Tl,Sn,Yb,Cl,1.698,1.02,1.02,1.02,1.806,4.0369689095652745,2
Tl2SnYbBr6,Tl,Sn,Yb,Br,1.698,1.02,1.02,1.02,1.955,4.183047340937823,2
Tl2SnYbI6,Tl,Sn,Yb,I,1.698,1.02,1.02,1.02,2.194,4.417361066428019,2
Tl2BaPtF6,Tl,Ba,Pt,F,1.698,1.34,0.984,1.162,1.331,3.9979071079643713,2
Tl2BaPtCl6,Tl,Ba,Pt,Cl,1.698,1.34,0.984,1.162,1.806,4.406685076983305,2
Tl2BaPtBr6,Tl,Ba,Pt,Br,1.698,1.34,0.984,1.162,1.955,4.534912271475559,2
Tl2BaPtI6,Tl,Ba,Pt,I,1.698,1.34,0.984,1.162,2.194,4.740592133781927,2
Tl2BaHgF6,Tl,Ba,Hg,F,1.698,1.34,1.03,1.185,1.331,4.106743798756588,2
Tl2BaHgCl6,Tl,Ba,Hg,Cl,1.698,1.34,1.03,1.185,1.806,4.5075876806131285,2
Tl2BaHgBr6,Tl,Ba,Hg,Br,1.698,1.34,1.03,1.185,1.955,4.6333260772376015,2
Tl2BaHgI6,Tl,Ba,Hg,I,1.698,1.34,1.03,1.185,2.194,4.8350138409506815,2
Tl2BaPbF6,Tl,Ba,Pb,F,1.698,1.34,1.18,1.26,1.331,4.5734166705111,2
Tl2BaPbCl6,Tl,Ba,Pb,Cl,1.698,1.34,1.18,1.26,1.806,4.950400797495227,2
Tl2BaPbBr6,Tl,Ba,Pb,Br,1.698,1.34,1.18,1.26,1.955,5.068654765749195,2
Tl2BaPbI6,Tl,Ba,Pb,I,1.698,1.34,1.18,1.26,2.194,5.258337305431735,2
Tl2BaLaF6,Tl,Ba,La,F,1.698,1.34,1.31,1.3250000000000002,1.331,5.171100307083885,2
Tl2BaLaCl6,Tl,Ba,La,Cl,1.698,1.34,1.31,1.3250000000000002,1.806,5.52959087312162,2
Tl2BaLaBr6,Tl,Ba,La,Br,1.698,1.34,1.31,1.3250000000000002,1.955,5.6420437033103,2
Tl2BaLaI6,Tl,Ba,La,I,1.698,1.34,1.31,1.3250000000000002,2.194,5.822421061800865,2
Tl2BaCeF6,Tl,Ba,Ce,F,1.698,1.34,1.287,1.3135,1.331,5.048183395083701,2
Tl2BaCeCl6,Tl,Ba,Ce,Cl,1.698,1.34,1.287,1.3135,1.806,5.4098126299523726,2
